complains,subscription_length,charge_amount,seconds_of_use,frequency_of_use,distinct_called_numbers,age_group,tariff_plan,status,customer_value,cluster
1,36.0,0,2023,41,31.0,3,1,1,210.56,0
0,31.0,1,1485,42,19.0,2,1,1,221.715,0
0,37.0,2,14127,198,28.0,3,1,1,697.76,2
0,33.0,0,2088,51,20.0,2,1,1,1657.755,1
0,41.0,1,11420,158,51.0,4,1,1,336.95,2
0,36.0,1,6310,86,28.0,3,1,1,1099.84,1
0,28.0,0,890,25,5.0,2,1,2,72.675,0
0,37.0,1,6740,101,26.0,5,1,1,135.615,1
0,27.0,0,715,26,1.0,2,2,1,807.345,0
0,44.0,3,6383,114,32.0,3,1,1,451.88,1
0,43.0,1,13773,175,45.0,3,1,1,589.92,2
0,34.0,0,4118,64,31.0,1,1,1,230.01,0
0,37.0,2,3855,39,16.0,3,1,1,215.76,1
0,18.0,0,0,0,0.0,4,1,2,0.0,0
0,35.0,0,5813,59,20.0,2,1,1,624.24,0
0,37.0,2,14127,192,45.0,2,1,1,1501.965,2
1,15.5,0,1183,13,5.0,2,1,2,53.82,0
0,33.0,0,6353,66,33.0,2,1,1,720.855,1
0,36.0,1,305,6,2.0,5,1,1,15.165,0
0,34.0,0,3413,76,26.0,2,1,1,157.005,0
0,33.0,0,1253,27,29.0,3,1,2,59.2,0
0,17.0,1,9047,176,39.0,5,1,1,244.845,2
1,32.0,0,5453,89,20.0,2,1,1,312.39,0
0,40.0,1,3550,78,30.0,3,1,1,285.12,1
0,33.0,1,14127,178,26.0,2,1,1,1345.86,2
0,42.0,9,10695,103,48.0,5,2,1,185.97,3
0,36.0,0,4083,61,36.0,1,1,1,244.42,0
0,37.0,0,3805,72,25.0,3,1,1,155.08,0
0,15.5,0,3790,30,23.0,3,1,1,928.8,0
0,44.0,0,1095,22,14.0,3,1,2,164.68,0
0,15.5,1,2433,33,13.0,3,1,1,98.64,0
0,16.0,3,4695,52,13.0,3,1,1,1109.88,1
0,33.0,0,1085,33,13.0,3,1,2,152.72,0
0,38.0,0,3598,56,20.0,1,1,1,200.97,0
0,15.5,0,8448,157,33.0,4,1,1,352.625,2
0,23.0,0,553,22,66.0,4,1,1,14.375,0
0,35.0,0,6490,93,9.0,5,1,1,109.245,0
0,40.0,4,4680,98,45.0,3,1,1,431.12,3
0,30.0,2,6885,114,29.0,2,2,1,1489.455,1
0,42.0,0,518,10,8.0,3,1,2,89.12,0
0,34.0,0,2758,60,25.0,2,1,1,1737.81,1
0,40.0,2,7928,139,49.0,3,1,1,1815.735625,2
0,15.5,2,4470,42,14.0,3,1,1,1080.48,1
0,35.0,0,2990,41,16.0,3,1,2,157.24,0
0,36.0,0,13713,166,42.0,3,1,1,555.16,2
0,32.0,0,1588,23,2.0,3,1,1,64.44,0
0,31.0,2,7080,101,35.0,4,1,1,249.525,1
0,36.0,0,1423,22,6.0,3,1,1,57.8,0
1,36.0,0,3105,47,20.0,3,1,2,290.08,0
0,29.0,2,1620,42,13.0,3,2,1,866.48,1
0,40.0,0,0,0,0.0,2,1,2,4.5,0
0,33.0,0,510,5,7.0,2,1,2,23.175,0
0,35.0,0,4903,78,10.0,2,1,1,224.145,0
0,29.0,0,1888,44,16.0,2,1,1,1603.44,1
0,45.0,2,6223,107,15.0,3,1,1,341.2,1
0,38.0,1,8990,123,46.0,3,1,1,956.52,2
0,43.0,3,11850,162,53.0,4,1,1,370.3,2
0,37.0,0,0,0,0.0,2,1,1,0.0,0
0,33.0,0,355,37,2.0,2,1,2,17.64,0
0,40.0,3,6183,107,28.0,3,1,1,403.6,1
0,39.0,2,6833,80,36.0,2,1,1,788.085,1
0,35.0,0,6195,80,24.0,3,1,1,967.0,1
0,28.0,1,1873,45,68.5,5,1,1,84.27,1
0,37.0,0,1863,39,33.0,3,1,2,140.08,0
0,40.0,1,2855,46,23.0,3,1,1,1320.04,1
0,35.0,0,6385,81,27.0,3,1,1,1010.64,1
0,38.0,1,2920,24,18.0,3,1,1,157.76,0
0,39.0,0,1148,19,4.0,3,1,2,106.68,0
0,44.0,4,14127,198,38.0,3,1,1,901.4,3
0,23.0,0,950,27,7.0,2,2,1,858.465,0
0,23.0,0,1873,39,68.5,4,1,1,120.3,0
0,18.0,1,5987,136,44.0,2,2,1,577.035,2
0,15.5,0,8673,161,34.0,4,1,1,365.85,2
0,30.0,1,2885,18,10.0,3,1,1,144.12,0
0,34.0,1,6975,97,20.0,4,1,1,194.3,1
0,29.0,0,1748,47,68.5,4,1,1,147.375,0
1,15.5,1,1298,19,9.0,3,1,1,152.68,0
0,16.0,0,1580,21,15.0,2,1,1,207.045,0
0,37.0,1,6528,74,34.0,2,1,1,742.59,1
0,43.0,1,4370,77,18.0,3,1,1,229.88,1
0,32.0,0,6015,72,19.0,3,1,1,915.48,1
0,15.5,1,8978,167,36.0,4,1,1,391.125,2
0,33.0,0,2573,44,32.0,3,1,2,236.68,0
0,36.0,0,873,10,4.0,4,1,2,49.575,0
0,41.0,2,338,10,3.0,5,1,1,23.22,0
1,32.0,0,1080,45,14.0,3,1,2,93.0,0
0,29.0,0,0,0,0.0,3,1,2,0.0,0
0,35.0,0,2058,46,12.0,3,1,2,84.16,0
0,38.0,2,9305,121,41.0,3,1,1,853.04,2
0,34.0,1,11770,154,48.0,3,1,1,516.96,2
0,31.0,1,6545,104,27.0,2,2,1,1343.205,1
0,24.0,0,515,21,13.0,2,1,1,24.12,0
0,18.0,0,8627,171,39.0,5,1,1,242.97,2
0,34.0,0,305,6,2.0,3,1,2,40.44,0
0,30.0,1,6605,89,17.0,5,1,1,104.91,1
0,15.5,0,8628,165,38.0,4,1,1,384.825,2
0,37.0,1,11465,154,47.0,4,1,1,317.975,2
0,29.0,2,14127,198,68.5,2,1,1,720.09,2
0,34.0,0,7088,115,37.0,2,1,1,1815.735625,2
0,41.0,1,14127,184,34.0,2,1,1,1428.705,2
0,41.0,2,9070,125,47.0,3,1,1,975.8,2
0,32.0,0,1970,44,21.0,3,1,2,228.56,0
0,15.5,1,4570,48,15.0,3,1,1,1088.72,1
0,38.0,3,14127,198,35.0,3,1,1,874.24,2
0,20.0,1,2000,32,16.0,3,1,1,221.28,0
0,37.0,0,2383,50,35.0,4,1,2,225.825,0
0,23.0,1,1450,36,11.0,2,1,1,138.87,0
0,39.0,2,6805,92,28.0,3,1,1,1047.88,1
0,37.0,2,5933,104,28.0,3,1,1,473.48,1
0,33.0,2,1873,51,68.5,5,1,1,96.36,1
0,44.0,2,2745,47,24.0,4,1,1,824.8,1
0,35.0,0,7448,124,41.0,2,1,1,1815.735625,2
0,37.0,0,595,8,4.0,2,1,2,27.135,0
0,38.0,0,11340,156,50.0,3,1,1,519.84,2
0,36.0,0,1743,49,24.0,2,1,1,1583.64,1
0,40.0,1,770,17,10.0,3,1,1,103.48,0
0,40.0,1,6898,83,42.0,2,1,1,849.645,1
0,39.0,0,2960,61,28.0,2,1,1,972.945,1
1,35.0,4,7675,127,33.0,3,2,1,1428.08,3
1,28.0,0,955,41,16.0,2,1,2,80.82,0
0,39.0,1,3103,69,33.0,2,1,1,187.74,1
0,31.0,0,3035,37,12.0,3,1,2,150.88,0
0,42.0,2,2603,63,21.0,4,1,1,116.65,1
0,35.0,7,9725,82,42.0,4,1,1,245.175,3
0,38.0,0,0,0,0.0,2,1,2,18.0,0
0,29.0,0,3180,65,27.0,3,1,1,193.8,0
0,41.0,0,14127,186,34.0,2,1,1,1414.17,2
0,38.0,1,6313,70,39.0,2,1,1,692.235,1
0,29.0,0,6943,111,35.0,2,1,1,1815.735625,2
0,38.0,0,990,20,15.0,2,1,2,189.45,0
0,39.0,1,14127,188,32.0,2,1,1,1425.51,2
0,32.0,0,1210,18,9.0,4,1,2,125.7,0
0,41.0,1,2780,59,24.0,2,1,1,951.255,1
0,43.0,2,3775,88,29.0,3,1,1,314.52,1
0,34.0,0,2650,21,11.0,3,1,1,106.84,0
0,40.0,0,5693,91,14.0,2,1,1,305.28,0
0,39.0,3,14127,198,30.0,3,1,1,738.2,2
0,34.0,1,11285,146,42.0,4,1,1,285.775,2
0,27.0,0,2930,57,10.0,3,1,1,147.48,0
0,15.5,2,1568,21,11.0,3,1,1,103.56,0
0,32.0,0,6500,80,25.0,3,1,1,975.2,1
0,37.0,2,1048,15,2.0,5,1,1,33.945,0
0,22.0,4,3113,55,25.0,3,1,1,310.72,1
0,38.0,4,6723,114,41.0,3,1,1,489.48,3
0,39.0,4,14127,198,36.0,3,1,1,963.44,3
0,35.0,1,3843,80,25.0,3,1,1,184.92,1
0,15.5,0,9237,171,41.0,4,1,1,415.2,2
0,32.0,1,8630,107,36.0,3,1,1,853.48,2
0,16.0,0,8527,166,42.0,5,1,1,212.895,2
0,19.0,3,3033,53,24.0,3,1,1,291.44,1
0,38.0,3,9825,132,43.0,3,1,1,1006.28,2
0,29.0,0,14127,166,22.0,2,1,1,1254.87,2
0,41.0,1,2533,62,28.0,3,1,1,1579.8,1
0,31.0,1,1568,45,68.5,5,1,1,81.195,1
0,35.0,0,380,7,6.0,2,1,2,17.415,0
0,34.0,1,6380,92,24.0,5,1,1,97.08,1
0,27.0,0,2535,10,11.0,3,1,1,101.8,0
0,18.0,4,3347,52,24.0,3,1,1,323.96,1
0,43.0,2,3580,41,15.0,3,1,1,1815.735625,1
0,38.0,0,900,15,11.0,3,1,2,124.6,0
0,39.0,2,6778,78,39.0,2,1,1,817.02,1
0,36.0,0,1743,47,12.0,3,1,2,71.6,0
0,41.0,1,2153,39,13.0,4,1,1,99.8,0
0,36.0,0,760,8,7.0,2,1,2,34.56,0
0,34.0,0,2720,50,21.0,2,1,1,889.65,0
0,39.0,0,2970,29,11.0,3,1,1,1815.735625,1
0,35.0,0,4503,66,36.0,1,1,1,251.295,0
0,34.0,0,14127,170,24.0,2,1,1,1185.075,2
0,21.0,1,6348,145,46.0,2,2,1,710.685,2
1,35.0,0,1450,54,22.0,3,1,2,188.16,0
0,38.0,0,2203,57,30.0,1,1,1,124.3,0
0,39.0,0,3413,82,27.0,3,1,1,151.8,0
1,34.0,0,2280,30,16.0,2,1,2,103.95,0
0,34.0,0,2070,49,18.0,3,1,2,240.76,0
1,34.0,0,323,1,2.0,4,1,2,13.1,0
0,37.0,1,6008,98,22.0,2,1,1,306.27,1
0,25.0,0,585,20,8.0,2,1,2,81.225,0
0,30.0,0,0,0,0.0,3,1,1,0.0,0
0,36.0,0,5803,90,13.0,2,1,1,305.685,0
0,40.0,1,2698,64,35.0,2,1,1,164.79,1
0,36.0,1,4595,75,15.0,3,1,1,214.8,1
0,33.0,0,1765,36,21.0,2,1,1,724.545,0
0,36.0,0,305,6,2.0,3,1,2,40.44,0
0,34.0,0,550,42,19.0,3,1,2,23.68,0
0,15.5,2,2357,38,14.0,3,1,1,155.8,0
0,40.0,2,14127,198,19.0,3,1,1,762.64,2
0,20.0,0,0,0,0.0,4,1,2,10.0,0
0,34.0,0,323,1,2.0,4,1,2,13.1,0
0,15.5,1,4345,44,14.0,3,1,1,1067.56,1
1,44.0,0,2623,62,23.0,3,1,2,207.4,0
0,36.0,0,4255,66,18.0,2,1,1,225.945,0
0,41.0,9,10920,107,49.0,5,2,1,193.905,3
0,41.0,0,13953,177,49.0,3,1,1,609.2,2
0,38.0,1,7623,133,47.0,3,1,1,1815.735625,2
0,40.0,3,11885,166,53.0,4,1,1,426.275,2
0,23.0,0,745,21,3.0,2,1,2,65.97,0
0,30.0,1,3225,67,24.0,3,1,1,195.68,0
0,37.0,3,7100,96,41.0,3,1,1,1115.84,1
1,37.0,0,2570,60,37.0,4,1,2,230.75,0
0,27.0,0,1535,21,3.0,4,1,2,111.4,0
0,16.0,3,2852,45,19.0,3,1,1,239.88,1
1,42.0,0,3295,53,19.0,3,1,2,229.92,0
0,36.0,0,2870,66,11.0,2,1,1,150.12,0
1,40.0,0,3475,55,23.0,3,1,2,249.2,0
0,33.0,0,1360,38,18.0,3,1,2,179.92,0
0,43.0,1,2393,64,34.0,2,1,1,155.565,1
0,40.0,0,1015,20,10.0,3,1,2,121.4,0
0,32.0,0,325,6,2.0,2,1,2,14.895,0
0,28.0,0,3153,66,20.0,2,1,1,144.855,0
0,22.0,0,700,19,6.0,2,1,2,41.355,0
0,27.0,1,2278,50,68.0,4,1,1,153.2,1
0,38.0,0,743,12,3.0,4,1,2,36.375,0
0,33.0,8,10255,85,37.0,5,1,1,155.1,3
0,37.0,0,2798,63,31.0,1,1,1,173.855,0
0,39.0,4,7405,102,43.0,3,1,1,1156.28,3
0,39.0,2,14127,198,35.0,3,1,1,841.68,2
0,38.0,0,14127,184,33.0,2,1,1,1392.48,2
0,43.0,0,1260,22,17.0,2,1,2,134.19,0
0,31.0,0,3718,76,27.0,2,1,1,170.73,0
0,34.0,0,8100,104,41.0,3,1,1,776.16,2
0,31.0,0,338,5,1.0,4,1,1,8.575,0
0,33.0,4,14127,198,68.5,2,2,1,779.58,3
0,40.0,2,4820,89,27.0,3,1,1,232.36,1
0,45.0,3,4080,94,31.0,3,1,1,354.96,1
0,39.0,3,758,16,8.0,5,1,1,76.11,1
0,38.0,2,6518,105,27.0,3,1,1,376.92,1
0,19.0,2,6453,144,44.0,2,2,1,701.865,2
0,42.0,1,5998,97,16.0,3,1,1,311.8,1
0,33.0,0,4030,69,18.0,3,1,1,163.96,0
0,26.0,2,14127,198,68.5,2,1,1,711.63,2
0,39.0,0,6423,71,24.0,2,1,1,715.23,1
0,33.0,0,955,47,17.0,2,1,2,117.09,0
0,36.0,0,2278,53,34.0,1,1,1,150.205,0
0,24.0,0,3630,66,21.0,3,1,1,183.84,0
1,30.0,0,0,0,0.0,5,1,1,0.0,0
0,44.0,2,2758,72,27.0,3,1,1,1609.2,1
0,15.5,0,5908,127,35.0,1,2,1,700.425,2
0,15.5,1,1443,23,11.0,3,1,1,90.64,0
0,38.0,0,3173,60,48.0,4,1,2,235.825,0
0,38.0,0,248,7,1.0,3,1,2,10.2,0
0,37.0,4,9715,131,58.0,3,2,1,1053.84,3
0,41.0,0,890,22,13.0,3,1,2,132.48,0
0,39.0,2,4733,99,30.0,3,1,1,261.28,1
0,30.0,0,3633,50,27.0,1,1,1,202.565,0
0,15.5,0,6008,133,36.0,1,2,1,711.755,2
0,30.0,4,14127,198,68.5,2,2,1,771.12,3
0,32.0,2,1530,44,16.0,2,1,1,223.83,1
0,31.0,0,1668,19,5.0,3,1,1,67.48,0
0,23.0,1,1360,32,7.0,2,2,1,895.14,1
0,39.0,3,3358,76,41.0,3,1,1,1685.36,1
0,40.0,1,4865,78,22.0,3,1,1,281.72,1
0,38.0,1,2850,24,8.0,3,1,1,1815.735625,1
0,34.0,0,0,0,0.0,2,1,2,0.0,0
0,27.0,1,1560,39,11.0,2,2,1,949.455,1
0,42.0,1,3050,31,12.0,3,1,1,1815.735625,1
0,34.0,0,5838,93,8.0,2,1,1,266.895,0
0,43.0,3,7103,83,43.0,2,1,1,885.87,1
0,32.0,2,14127,198,68.5,2,1,1,746.55,2
0,39.0,0,1955,34,20.0,3,1,1,1147.56,1
0,40.0,1,11160,154,46.0,4,1,1,312.85,2
0,34.0,0,3410,73,24.0,2,1,1,246.735,0
0,15.5,1,6213,133,37.0,2,2,1,618.57,2
0,30.0,0,1180,30,13.0,3,1,2,128.4,0
0,33.0,1,6540,94,22.0,4,1,1,195.85,1
0,37.0,1,0,0,0.0,5,1,1,0.0,0
0,38.0,1,1973,31,8.0,4,1,1,67.6,0
0,33.0,0,6638,73,33.0,2,1,1,742.995,1
0,29.0,0,6153,59,29.0,2,1,1,666.54,1
0,40.0,3,7090,109,25.0,5,1,1,151.485,1
0,36.0,8,10435,93,42.0,5,1,1,159.42,3
0,41.0,3,7083,84,41.0,2,1,1,862.515,1
0,40.0,1,2665,45,20.0,3,1,1,1276.4,1
0,40.0,0,4220,79,12.0,3,1,1,199.96,0
0,44.0,2,4755,79,23.0,3,1,1,281.36,1
0,30.0,0,3950,67,17.0,3,1,1,160.68,0
1,44.0,0,2833,60,39.0,4,1,2,212.325,0
0,36.0,0,3715,79,26.0,3,1,1,259.76,0
0,15.5,1,4210,32,5.0,3,1,1,985.68,1
0,36.0,0,14127,182,32.0,2,1,1,1483.965,2
0,39.0,0,2228,56,26.0,2,1,1,1731.78,1
0,46.0,3,5080,99,33.0,4,1,1,189.475,1
0,38.0,1,4705,84,28.0,3,1,1,235.56,1
0,42.0,2,6078,108,30.0,2,1,1,462.87,1
0,25.0,0,2625,51,8.0,3,1,1,107.04,0
0,26.0,0,820,27,15.0,2,1,1,42.615,0
0,39.0,0,14127,178,17.0,2,1,1,1303.56,2
0,45.0,2,3018,76,32.0,3,1,1,1647.76,1
0,32.0,1,3763,78,24.0,2,1,1,204.345,1
0,36.0,0,623,5,5.0,2,1,2,55.26,0
0,35.0,1,7803,131,56.0,2,1,1,1815.735625,2
0,19.0,0,0,0,0.0,2,1,2,0.0,0
0,15.5,3,4990,50,25.0,3,1,1,1145.6,1
0,31.0,0,1310,24,10.0,4,1,2,130.85,0
0,24.0,1,3350,59,20.0,3,1,1,164.36,0
0,32.0,0,263,1,1.0,3,1,2,10.56,0
0,35.0,0,530,6,3.0,3,1,2,29.44,0
0,23.0,2,9498,187,48.0,5,1,1,287.775,2
0,33.0,0,5433,81,5.0,2,1,1,248.13,0
0,38.0,0,2048,53,14.0,3,1,2,84.04,0
0,39.0,0,323,7,3.0,4,1,2,33.25,0
1,42.0,0,1013,15,10.0,4,1,2,90.7,0
0,34.0,0,0,0,0.0,5,1,1,0.0,0
0,34.0,1,6043,102,22.0,2,1,1,380.025,1
0,40.0,2,3468,77,26.0,3,1,1,1637.8,1
0,15.5,0,1003,5,4.0,2,1,1,45.36,0
0,34.0,1,4415,67,13.0,3,1,1,207.28,0
0,36.0,2,6670,112,20.0,3,2,1,1299.28,1
0,35.0,0,3235,44,16.0,3,1,2,175.16,0
0,34.0,1,4560,79,21.0,3,1,1,213.56,1
0,35.0,2,6795,90,39.0,3,1,1,1075.4,1
0,30.0,0,8810,109,40.0,3,1,1,872.76,2
0,22.0,0,215,11,3.0,2,1,2,10.17,0
0,34.0,7,9940,86,37.0,4,1,1,250.65,3
0,37.0,0,13583,169,46.0,3,1,1,650.08,2
0,20.0,0,2740,47,16.0,3,1,1,111.48,0
0,27.0,3,14127,198,68.5,2,1,1,767.43,2
0,30.0,0,2475,13,10.0,3,1,1,99.52,0
0,15.5,0,8028,155,23.0,4,1,1,317.075,2
0,31.0,0,6290,90,17.0,4,1,1,159.5,0
0,35.0,3,1880,52,19.0,3,2,1,937.28,1
0,20.0,0,1183,31,62.0,4,1,1,62.85,0
0,35.0,1,3400,27,9.0,3,1,1,1815.735625,1
0,25.0,1,1470,35,13.0,2,1,1,162.225,0
0,34.0,0,5323,91,19.0,2,1,1,288.63,0
0,24.0,0,280,13,1.0,2,1,2,13.185,0
0,42.0,2,14127,178,48.0,3,1,1,620.64,2
0,15.5,1,4615,44,8.0,3,1,1,1034.36,1
0,36.0,0,2338,54,20.0,2,1,1,1579.14,1
0,32.0,0,1853,46,11.0,3,1,2,75.96,0
0,15.5,0,1487,13,6.0,2,1,1,67.5,0
0,34.0,0,10450,137,45.0,3,1,1,423.48,2
0,35.0,1,2905,51,20.0,2,1,1,902.52,1
0,35.0,0,1223,37,15.0,3,1,2,50.4,0
0,36.0,1,11870,159,45.0,3,1,1,529.16,2
0,37.0,1,3585,82,30.0,3,1,1,374.68,1
0,36.0,0,1455,23,1.0,3,1,1,1087.12,0
0,39.0,0,4245,73,20.0,2,1,1,234.81,0
0,26.0,2,14127,198,68.5,2,1,1,733.815,2
0,34.0,0,0,0,0.0,3,1,2,8.0,0
0,37.0,0,4008,66,37.0,1,1,1,367.07,0
0,35.0,0,6603,111,26.0,2,1,1,1815.735625,1
0,38.0,0,7383,129,46.0,2,1,1,1815.735625,2
0,38.0,1,11655,154,45.0,3,1,1,500.36,2
0,20.0,0,0,0,0.0,4,1,2,15.0,0
1,38.0,0,305,6,2.0,3,1,2,40.44,0
0,34.0,3,6775,115,30.0,2,2,1,1489.05,1
0,15.5,0,1182,7,4.0,2,1,1,53.505,0
0,37.0,1,1783,31,10.0,4,1,1,125.35,0
0,41.0,2,5385,88,19.0,3,1,1,366.92,1
0,35.0,1,743,9,1.0,5,1,1,18.78,0
0,27.0,3,2130,48,30.0,2,1,1,309.51,1
0,15.5,0,1210,12,7.0,2,1,1,99.99,0
0,36.0,1,6528,75,39.0,2,1,1,895.635,1
0,34.0,0,5485,69,24.0,3,1,1,838.16,1
0,33.0,0,0,0,0.0,4,1,2,0.0,0
0,26.0,0,635,9,1.0,4,1,2,46.1,0
0,15.5,0,8627,159,37.0,4,1,1,364.65,2
0,35.0,0,305,6,2.0,4,1,2,25.275,0
0,35.0,3,14127,198,68.5,2,1,1,768.24,2
0,36.0,2,4318,92,43.0,3,1,1,268.4,1
0,41.0,2,3408,75,35.0,2,1,1,233.235,1
0,28.0,0,1360,32,17.0,3,1,2,147.68,0
0,41.0,0,1933,54,16.0,3,1,2,115.48,0
0,41.0,0,1130,26,14.0,3,1,2,254.24,0
0,36.0,0,0,0,0.0,3,1,2,0.0,0
0,40.0,1,3100,32,20.0,3,1,1,185.28,0
0,41.0,0,1223,21,21.0,3,1,2,189.76,0
0,31.0,0,0,0,0.0,2,1,2,0.0,0
0,19.0,0,520,4,2.0,4,1,2,28.1,0
0,37.0,0,6908,117,28.0,2,1,1,1815.735625,2
0,41.0,3,14127,198,31.0,3,1,1,822.4,2
0,31.0,0,14127,172,24.0,2,1,1,1300.365,2
0,34.0,0,1553,20,7.0,3,1,1,70.92,0
0,15.5,0,4390,34,9.0,3,1,1,1004.96,0
0,32.0,0,7508,121,42.0,2,1,1,1815.735625,2
0,42.0,2,6985,100,33.0,3,1,1,1099.4,1
0,15.5,1,4695,40,11.0,3,1,1,1045.4,1
0,31.0,0,1783,30,24.0,3,1,2,136.52,0
0,38.0,9,10930,100,47.0,5,1,1,190.95,3
0,33.0,0,653,8,4.0,3,1,1,26.44,0
0,39.0,0,1370,21,16.0,2,1,2,134.595,0
1,15.5,2,1613,17,4.0,3,1,1,93.2,0
0,39.0,3,14127,198,47.0,2,1,1,1547.46,2
0,25.0,2,3825,71,38.0,3,1,1,271.84,1
0,36.0,0,5013,79,13.0,2,1,1,229.14,0
0,34.0,2,6113,102,37.0,2,1,1,459.675,1
0,31.0,1,2053,53,68.5,5,1,1,103.59,1
0,35.0,0,1260,53,19.0,3,1,2,144.52,0
0,37.0,0,13658,163,40.0,3,1,1,552.84,2
0,15.5,2,2738,39,15.0,3,1,1,111.08,0
0,45.0,2,4503,78,38.0,1,1,1,339.955,1
0,38.0,1,2905,26,5.0,3,1,1,1815.735625,1
0,34.0,5,9530,77,25.0,4,1,1,240.175,3
0,41.0,0,1113,21,11.0,4,1,2,95.85,0
0,37.0,0,4083,60,31.0,1,1,1,227.865,0
0,38.0,1,3530,79,28.0,3,1,1,264.36,1
0,15.5,0,6088,135,40.0,1,2,1,771.265,2
0,34.0,0,6298,63,31.0,2,1,1,596.745,1
0,39.0,0,2475,53,22.0,2,1,1,905.76,1
0,37.0,0,2123,48,13.0,3,1,2,86.84,0
0,37.0,0,1263,20,8.0,4,1,1,32.075,0
0,43.0,4,14127,198,39.0,3,1,1,922.56,3
0,39.0,0,1963,44,30.0,3,1,2,220.28,0
0,15.5,2,2852,39,18.0,3,1,1,207.64,1
0,35.0,0,4123,87,26.0,2,1,1,202.95,0
0,36.0,0,2590,52,20.0,2,1,1,865.89,0
0,35.0,1,3550,33,14.0,3,1,1,175.32,0
0,40.0,4,14127,198,34.0,3,2,1,871.04,3
0,39.0,0,3898,90,33.0,2,1,1,237.96,0
0,15.5,0,5973,129,36.0,1,2,1,588.61,2
0,32.0,2,6850,111,34.0,2,2,1,1541.745,1
0,37.0,0,305,6,2.0,3,1,2,40.44,0
0,15.5,1,1487,19,7.0,3,1,1,60.24,0
0,33.0,0,3285,45,29.0,2,1,2,253.35,0
0,35.0,1,4335,75,20.0,3,1,1,176.4,1
0,40.0,2,4630,88,24.0,3,1,1,188.72,1
0,35.0,0,7393,122,44.0,2,1,1,1815.735625,2
1,36.0,0,2585,36,18.0,3,1,2,104.84,0
0,38.0,0,750,16,14.0,2,1,2,52.47,0
0,34.0,1,6538,67,32.0,2,1,1,733.725,1
0,34.0,0,14127,182,31.0,2,1,1,1389.24,2
0,41.0,0,830,18,15.0,2,1,2,74.16,0
0,37.0,0,4603,71,33.0,1,1,1,268.07,0
0,35.0,5,14127,198,68.5,2,2,1,804.915,3
0,34.0,0,923,11,17.0,4,1,2,80.85,0
0,29.0,1,760,28,9.0,3,1,1,91.52,0
0,39.0,0,990,19,10.0,2,1,2,45.405,0
0,30.0,0,535,35,11.0,2,1,2,25.65,0
0,32.0,0,1245,32,14.0,3,1,2,51.08,0
0,30.0,0,905,12,7.0,4,1,2,100.425,0
0,32.0,0,650,27,18.0,3,1,2,51.08,0
0,35.0,0,13353,157,38.0,3,1,1,540.4,2
0,31.0,0,4065,59,14.0,2,1,1,185.58,0
0,42.0,1,4470,87,29.0,3,1,1,222.28,1
0,35.0,0,0,0,0.0,2,1,2,9.0,0
0,38.0,0,1123,14,9.0,4,1,2,90.925,0
0,34.0,0,6660,99,25.0,4,1,1,213.975,0
0,37.0,0,1065,15,14.0,2,1,2,89.1,0
1,34.0,0,830,49,20.0,2,1,2,129.555,0
1,37.0,0,3895,57,33.0,3,1,2,306.08,0
0,38.0,1,2638,61,33.0,2,1,1,152.955,1
1,34.0,0,2800,41,18.0,3,1,2,249.64,0
0,15.5,2,4695,46,12.0,3,1,1,1077.64,1
0,39.0,2,3200,65,29.0,3,1,1,986.6,1
0,24.0,0,1005,25,8.0,2,1,2,86.85,0
0,17.0,0,985,15,14.0,2,1,1,58.5,0
0,40.0,2,5010,90,30.0,3,1,1,276.0,1
0,42.0,2,3175,29,12.0,3,1,1,1815.735625,1
0,36.0,0,3180,41,14.0,3,1,2,156.84,0
0,38.0,2,5878,101,26.0,2,1,1,408.555,1
0,37.0,2,453,10,6.0,5,1,1,60.945,0
0,18.0,0,1095,16,6.0,2,1,1,81.495,0
0,26.0,0,1200,30,7.0,2,2,1,779.85,0
0,39.0,2,2088,37,12.0,4,1,1,150.625,1
0,38.0,2,6785,103,23.0,5,1,1,136.32,1
0,33.0,0,2373,58,20.0,2,1,1,1679.895,1
