,complains,subscription_length,charge_amount,seconds_of_use,frequency_of_use,distinct_called_numbers,age_group,tariff_plan,status,customer_value
2492,0,30.0,1,1710,46,20.0,2,1,1,245.52
795,0,15.5,0,6392,135,41.0,1,2,1,782.485
2154,0,42.0,2,2758,67,37.0,2,1,1,190.125
2788,0,29.0,2,1810,43,16.0,3,2,1,910.12
2317,0,36.0,0,935,18,6.0,3,1,2,78.12
634,0,33.0,2,6850,110,29.0,2,2,1,1388.7
1723,0,34.0,7,10320,88,43.0,4,1,1,267.7
1199,1,15.5,0,1123,10,3.0,2,1,2,50.985
3095,0,19.0,2,6697,147,44.0,2,2,1,721.98
241,0,22.0,0,0,0,0.0,4,1,2,27.5
1244,0,20.0,0,1470,22,16.0,2,1,1,206.64
1993,0,22.0,0,2210,44,21.0,3,1,1,90.16
2977,1,39.0,0,3283,61,33.0,4,1,2,206.1
2402,0,33.0,1,2498,56,20.0,3,1,1,1506.16
853,0,39.0,1,4908,77,35.0,1,1,1,323.675
2442,0,21.0,1,1270,28,9.0,2,1,1,107.91
509,0,38.0,0,3915,73,10.0,3,1,1,159.52
2964,0,40.0,2,14127,198,32.0,2,1,1,1493.955
1332,0,40.0,1,293,8,6.0,5,1,1,22.515
1112,0,38.0,3,14127,198,32.0,3,1,1,812.68
1716,0,35.0,0,760,9,12.0,2,1,2,43.605
1537,0,34.0,1,3075,57,36.0,2,1,1,991.44
2725,0,35.0,0,3030,22,12.0,3,1,1,150.08
2159,0,42.0,3,4880,92,29.0,4,1,1,159.3
2917,0,45.0,0,1015,26,11.0,3,1,2,153.64
2882,0,33.0,1,643,4,3.0,5,1,1,14.205
2434,0,30.0,3,7010,112,29.0,2,2,1,1503.99
873,0,37.0,9,11145,104,42.0,5,2,1,182.235
2814,0,39.0,1,14127,187,29.0,2,1,1,1376.415
1765,0,35.0,0,6005,79,21.0,3,1,1,923.36
2303,0,36.0,1,4423,70,33.0,2,1,1,233.685
2714,0,38.0,0,14127,182,28.0,2,1,1,1276.065
1256,0,32.0,0,1975,31,12.0,3,1,1,1152.24
317,0,32.0,0,450,4,2.0,2,1,2,20.43
3011,0,39.0,0,1833,49,19.0,3,1,2,75.28
1760,0,36.0,0,5423,88,7.0,2,1,1,247.995
483,0,31.0,5,14127,198,68.5,2,1,1,856.035
681,0,36.0,0,818,8,7.0,4,1,2,65.65
1176,1,31.0,0,2625,32,12.0,2,1,2,119.565
2200,0,38.0,1,4615,74,17.0,3,1,1,215.56
2791,0,28.0,0,1320,17,8.0,4,1,2,125.925
2045,0,15.5,0,6087,135,40.0,1,2,1,771.21
233,0,27.0,2,14127,198,68.5,2,1,1,730.395
427,1,33.0,0,2088,36,26.0,3,1,2,176.96
719,0,37.0,0,7318,126,40.0,2,1,1,1815.735625
1173,0,32.0,6,10070,84,38.0,4,1,1,253.85
890,0,28.0,0,1410,36,7.0,3,1,2,129.84
2572,1,35.0,0,1860,63,34.0,3,1,2,252.92
2895,0,15.5,1,6697,141,43.0,1,2,1,838.09
204,0,34.0,0,2313,56,29.0,1,1,1,130.295
1299,0,15.5,0,1103,11,1.0,2,1,1,50.13
2528,1,35.0,0,305,6,2.0,3,1,2,40.44
2135,0,38.0,1,4023,88,30.0,3,1,1,200.44
1184,0,30.0,1,6600,107,29.0,2,2,1,1467.315
1189,0,22.0,0,1203,30,64.0,4,1,1,75.825
1895,0,20.0,1,6087,141,41.0,2,2,1,667.26
118,0,35.0,0,0,0,0.0,2,1,2,0.0
1100,0,38.0,0,4125,68,17.0,2,1,1,202.185
1148,0,15.5,1,4145,37,10.0,3,1,1,1019.28
2734,0,35.0,3,7155,116,31.0,2,2,1,1434.195
1565,0,35.0,0,5595,70,9.0,3,1,1,858.6
2307,0,35.0,2,9340,125,41.0,3,1,1,942.6
1931,0,35.0,0,1033,12,2.0,4,1,2,51.125
643,0,24.0,0,3110,55,19.0,3,1,1,126.6
517,0,38.0,0,110,4,1.0,2,1,2,5.13
2711,1,39.0,0,2428,54,15.0,3,1,2,127.28
2407,0,33.0,2,9160,117,39.0,3,1,1,915.08
2450,0,43.0,1,4855,85,24.0,3,1,1,289.6
426,0,32.0,0,2810,33,11.0,3,1,2,113.72
2737,0,37.0,0,2970,53,21.0,2,1,1,811.035
253,0,44.0,1,4458,76,41.0,1,1,1,337.37
1165,0,33.0,0,6135,77,22.0,3,1,1,944.48
533,0,31.0,1,14127,198,65.0,2,1,1,706.635
646,0,15.5,0,8818,165,36.0,4,1,1,327.075
1201,0,41.0,0,93,1,6.0,2,1,2,49.23
627,0,35.0,0,2153,38,27.0,3,1,2,95.64
2701,0,40.0,0,305,6,2.0,2,1,2,45.495
1308,0,42.0,0,13728,173,48.0,3,1,1,588.04
2965,0,40.0,3,7515,103,28.0,3,1,1,1108.72
825,0,39.0,1,2840,28,15.0,3,1,1,146.72
372,1,36.0,0,1135,55,22.0,2,1,2,175.05
591,0,27.0,0,940,16,7.0,4,1,2,156.4
568,0,38.0,0,115,6,4.0,2,1,2,149.445
3033,1,32.0,3,14127,198,68.5,2,1,1,715.635
93,0,27.0,1,3285,64,25.0,3,1,1,185.96
2483,1,36.0,4,14127,198,68.5,2,2,1,837.54
1498,0,15.5,0,3905,26,3.0,3,1,1,945.24
59,0,40.0,2,4575,86,27.0,3,1,1,214.44
929,0,35.0,0,958,14,6.0,3,1,1,38.88
2768,0,39.0,0,495,7,5.0,2,1,2,94.59
2989,0,29.0,2,2583,56,68.5,5,1,1,107.085
712,0,38.0,3,14127,198,29.0,3,1,1,786.96
575,0,35.0,1,2955,28,18.0,3,1,1,247.32
156,0,42.0,1,2440,41,22.0,3,1,1,1279.24
2748,0,15.5,1,4580,40,8.0,3,1,1,944.8
1103,0,38.0,0,3953,63,35.0,1,1,1,220.88
2372,1,41.0,0,1520,63,25.0,3,1,2,215.32
2276,1,41.0,0,3375,49,22.0,3,1,2,240.96
1489,0,21.0,0,1083,25,61.0,4,1,1,57.7
918,0,36.0,0,0,0,0.0,2,1,2,0.0
1187,0,32.0,0,2415,44,19.0,2,1,1,844.155
1696,0,15.5,0,8513,159,34.0,4,1,1,301.8
966,0,37.0,0,875,14,11.0,2,1,2,40.005
2992,0,28.0,2,2240,49,15.0,2,1,1,256.005
2680,0,36.0,3,7205,109,28.0,5,1,1,189.21
540,0,27.0,0,100,15,3.0,2,1,2,5.175
53,0,40.0,1,4258,69,37.0,1,1,1,270.985
1170,0,33.0,0,11100,145,43.0,3,1,1,449.8
2708,0,39.0,0,13963,169,42.0,3,1,1,593.28
1691,0,23.0,0,0,0,0.0,4,1,2,0.0
724,0,36.0,1,5628,97,21.0,2,1,1,334.125
676,1,35.0,0,3180,42,19.0,3,1,2,200.88
848,0,15.5,2,4390,46,11.0,3,1,1,1069.44
792,0,20.0,0,1225,26,12.0,2,1,1,105.795
1080,0,31.0,0,6480,91,20.0,4,1,1,181.775
2844,0,20.0,1,1810,31,13.0,3,1,1,177.64
1265,0,31.0,0,6115,78,20.0,3,1,1,923.72
123,0,34.0,7,10375,90,40.0,4,1,1,261.625
1377,1,28.0,0,1703,28,23.0,3,1,2,117.24
364,0,40.0,0,14127,190,35.0,2,1,1,1437.975
2448,0,15.5,1,4435,36,6.0,3,1,1,1006.84
263,0,44.0,2,3355,37,14.0,3,1,1,1815.735625
1538,0,25.0,2,1610,40,24.0,2,2,1,1005.75
1137,0,36.0,0,2535,50,23.0,2,1,1,894.825
1589,0,24.0,0,663,23,51.0,4,1,1,22.15
1111,0,38.0,0,1993,51,17.0,3,1,1,105.76
1638,0,26.0,1,1125,36,13.0,2,2,1,1033.245
1093,0,23.0,0,2920,55,21.0,3,1,1,123.0
2922,1,40.0,0,1260,59,20.0,3,1,2,176.76
1830,0,26.0,0,6480,85,19.0,4,1,1,164.125
1427,1,37.0,0,2143,46,34.0,3,1,2,239.56
2333,0,29.0,3,14127,198,68.5,2,1,1,775.89
2304,0,36.0,1,2618,62,31.0,2,1,1,152.1
934,0,33.0,2,6255,105,33.0,2,2,1,1393.2
3017,0,39.0,0,305,9,10.0,3,1,2,12.56
333,0,25.0,2,14127,198,68.5,2,1,1,721.935
2829,0,38.0,1,1783,30,5.0,4,1,1,45.325
81,0,38.0,1,688,10,6.0,4,1,1,52.45
1955,0,35.0,0,2760,65,26.0,2,1,1,127.125
1837,0,29.0,0,2475,41,20.0,2,1,1,833.22
1675,0,31.0,0,2420,10,8.0,3,1,1,97.2
1610,0,37.0,0,5728,95,14.0,3,1,1,360.92
122,0,31.0,0,895,44,15.0,2,1,2,91.755
1050,0,36.0,0,4065,65,15.0,2,1,1,185.85
1926,0,34.0,0,3395,46,14.0,3,1,2,177.64
1814,0,30.0,0,14127,170,27.0,2,1,1,1298.25
1378,0,28.0,0,0,0,0.0,2,1,2,0.0
2732,0,37.0,1,305,6,2.0,5,1,1,15.165
1167,0,34.0,0,345,5,4.0,2,1,2,20.25
2593,0,27.0,3,4130,77,40.0,3,1,1,312.28
1824,0,29.0,0,5513,86,21.0,2,1,1,301.455
1945,0,16.0,1,6797,146,40.0,1,2,1,854.865
877,1,37.0,0,2978,55,31.0,3,1,2,289.32
2823,0,38.0,9,10550,98,41.0,5,1,1,159.72
513,0,38.0,0,2495,17,7.0,3,1,1,1815.735625
2789,0,28.0,1,2063,46,68.5,5,1,1,100.635
27,1,36.0,0,2268,44,31.0,3,1,2,228.48
1114,0,37.0,0,14127,179,30.0,2,1,1,1359.855
2678,0,39.0,0,553,14,8.0,3,1,2,178.68
1502,0,35.0,1,2748,64,37.0,2,1,1,1805.04
2383,0,39.0,5,14127,198,68.5,2,2,1,859.23
2212,0,38.0,3,14127,198,32.0,3,1,1,848.52
1564,0,35.0,0,14127,166,13.0,2,1,1,1212.57
1726,0,33.0,0,2875,36,17.0,2,1,2,180.495
2309,0,36.0,1,4740,87,23.0,3,1,1,221.08
1272,0,27.0,0,570,39,11.0,2,1,2,27.405
1579,0,34.0,0,0,0,0.0,3,1,1,0.0
1226,1,37.0,0,2765,37,18.0,2,1,2,180.09
1604,0,37.0,0,2203,58,35.0,2,1,1,223.245
515,0,37.0,0,5900,76,11.0,3,1,1,899.04
559,0,39.0,2,4630,89,29.0,3,1,1,324.76
2319,0,35.0,1,7733,131,41.0,3,1,1,1815.735625
58,0,40.0,1,13833,172,46.0,3,1,1,580.2
1771,0,35.0,0,6223,68,32.0,2,1,1,697.095
1947,0,15.5,3,3257,50,17.0,3,1,1,260.28
1540,0,25.0,0,995,29,20.0,2,1,2,154.08
2624,0,38.0,0,5523,94,11.0,2,1,1,306.765
288,0,33.0,2,1575,46,17.0,3,2,1,896.84
1131,0,36.0,0,383,4,4.0,4,1,1,27.175
2721,0,38.0,1,6908,75,35.0,2,1,1,687.735
866,0,38.0,0,1585,25,11.0,2,1,2,108.45
748,0,15.5,1,4200,39,7.0,3,1,1,993.56
1827,0,29.0,0,1963,32,28.0,3,1,2,155.8
437,0,33.0,0,2600,45,18.0,2,1,1,857.025
1886,0,38.0,0,1360,44,19.0,3,1,2,212.16
2018,1,35.0,0,0,0,0.0,2,1,2,0.0
2697,0,19.0,5,3273,57,25.0,4,1,1,258.25
1393,0,17.0,0,2660,45,15.0,3,1,1,108.2
1866,0,40.0,0,570,14,10.0,2,1,2,30.78
2323,0,34.0,8,10660,97,40.0,5,1,1,171.855
590,0,28.0,0,815,31,11.0,3,1,2,201.84
1732,0,34.0,0,0,0,0.0,5,1,1,9.0
1441,0,27.0,0,700,12,6.0,4,1,2,80.3
2499,0,15.5,2,1973,33,14.0,3,1,1,152.24
1623,0,35.0,8,10245,93,44.0,5,2,1,194.07
2519,0,36.0,1,7633,125,40.0,3,1,1,1815.735625
1763,0,36.0,0,2600,20,3.0,3,1,1,1815.735625
2690,0,30.0,0,1120,37,13.0,3,1,2,242.28
697,0,16.0,3,3042,46,22.0,3,1,1,283.52
2649,1,15.5,1,1193,15,2.0,3,1,1,76.32
2540,0,26.0,0,825,23,4.0,3,1,2,61.92
10,0,38.0,0,5918,95,12.0,3,1,1,268.52
1273,0,30.0,6,10050,85,36.0,4,1,1,253.375
165,0,41.0,2,6580,88,30.0,3,1,1,1050.72
7,0,37.0,2,9115,121,43.0,3,1,1,945.44
1317,0,42.0,0,665,18,12.0,3,1,2,111.32
255,0,44.0,2,4035,92,34.0,3,1,1,353.08
1911,0,37.0,0,2643,59,15.0,3,1,2,144.08
1358,0,30.0,0,13208,153,36.0,3,1,1,534.44
2379,0,44.0,2,2233,41,14.0,4,1,1,111.85
205,0,34.0,0,3695,80,24.0,3,1,1,239.0
732,0,36.0,1,0,0,0.0,5,1,1,0.0
1755,0,36.0,0,3280,75,23.0,2,1,1,222.975
2024,0,34.0,0,5513,92,22.0,2,1,1,337.725
2783,0,33.0,4,14127,198,68.5,2,2,1,828.675
1258,0,32.0,0,13388,161,38.0,3,1,1,541.96
2469,0,42.0,1,7993,141,50.0,3,1,1,1815.735625
1449,1,15.5,0,1363,21,10.0,2,1,1,80.28
5,0,38.0,1,3775,82,28.0,3,1,1,282.28
326,0,29.0,0,2730,31,10.0,2,1,2,124.245
2268,0,43.0,0,385,8,6.0,2,1,2,94.185
2437,0,32.0,1,2825,49,19.0,2,1,1,880.83
690,0,27.0,0,890,26,10.0,2,1,2,126.72
2172,1,37.0,2,1320,56,21.0,3,1,1,167.04
310,0,32.0,0,5658,85,6.0,2,1,1,258.435
2568,1,39.0,0,905,16,17.0,2,1,2,167.445
2761,0,40.0,0,2733,61,22.0,3,1,2,207.76
1410,0,39.0,0,5793,97,15.0,2,1,1,314.55
939,0,25.0,0,858,28,68.0,4,1,1,34.65
35,0,36.0,0,3718,82,28.0,2,1,1,180.0
1720,0,35.0,0,11350,149,48.0,3,1,1,511.96
1958,0,35.0,0,12758,152,42.0,3,1,1,516.4
2777,1,38.0,0,2763,51,36.0,4,1,2,195.35
1134,0,34.0,3,6720,113,33.0,2,2,1,1517.985
1058,0,36.0,0,13468,163,42.0,3,1,1,545.24
492,0,25.0,2,1825,42,28.0,2,1,1,264.015
1625,0,33.0,0,2650,22,16.0,3,1,1,206.88
1933,0,30.0,3,14127,198,68.5,2,1,1,757.035
2631,0,38.0,0,305,6,2.0,4,1,2,25.275
2395,0,25.0,3,6958,157,50.0,2,2,1,801.675
555,0,39.0,2,3890,88,32.0,3,1,1,415.12
2100,0,40.0,1,4675,77,19.0,3,1,1,238.08
2656,0,41.0,2,2780,51,24.0,4,1,1,880.775
113,0,36.0,0,3035,24,6.0,3,1,1,1815.735625
1213,0,40.0,1,2870,23,10.0,3,1,1,1815.735625
2526,1,34.0,0,3115,39,13.0,3,1,2,154.16
549,1,15.5,0,888,9,3.0,3,1,1,35.88
481,0,36.0,0,1228,17,19.0,4,1,2,106.125
624,1,35.0,0,5703,92,20.0,2,1,1,260.775
649,1,15.5,0,1373,13,3.0,2,1,1,62.37
2507,0,36.0,3,9240,119,40.0,3,1,1,934.36
468,0,37.0,0,600,10,15.0,2,1,2,121.95
1070,0,35.0,0,11160,148,45.0,3,1,1,468.32
301,0,33.0,0,0,0,0.0,2,1,2,0.0
2378,0,44.0,0,698,18,10.0,3,1,2,116.64
1089,0,24.0,0,1263,33,66.0,4,1,1,89.9
1101,0,39.0,0,73,2,4.0,2,1,1,25.875
919,0,36.0,0,6798,116,43.0,2,1,1,1815.735625
1921,0,36.0,1,7123,80,35.0,2,1,1,814.635
827,1,41.0,0,2268,50,32.0,4,1,2,162.95
219,0,33.0,0,7428,125,39.0,2,1,1,1815.735625
373,0,39.0,8,10615,101,47.0,5,1,1,178.74
1063,0,36.0,0,2790,21,6.0,3,1,1,1815.735625
661,1,38.0,0,2428,55,20.0,3,1,2,167.32
1739,0,24.0,0,1453,34,68.5,4,1,1,117.175
393,0,28.0,0,3405,69,28.0,3,1,1,214.96
2571,0,39.0,4,7623,91,54.0,2,2,1,959.13
2607,0,39.0,1,8820,117,30.0,3,1,1,877.48
2912,0,45.0,5,14127,198,35.0,3,2,1,903.28
618,1,36.0,0,0,0,0.0,2,1,2,0.0
880,0,34.0,2,7495,108,22.0,5,1,1,147.045
1618,0,36.0,0,0,0,0.0,2,1,2,112.5
12,0,38.0,3,14127,198,32.0,3,1,1,830.6
1706,0,36.0,0,2245,34,19.0,3,1,1,1239.16
379,0,39.0,0,1848,33,11.0,3,1,1,119.24
127,1,34.0,0,2208,41,29.0,3,1,2,205.96
855,0,39.0,2,4485,93,28.0,3,1,1,343.12
2257,0,43.0,4,9500,129,49.0,3,1,1,1029.16
1123,0,36.0,8,10190,90,42.0,4,1,1,257.0
1511,0,36.0,0,2533,58,30.0,3,1,2,191.64
2713,0,39.0,1,3285,27,6.0,3,1,1,1815.735625
189,0,30.0,1,1648,41,68.5,4,1,1,142.225
2205,0,38.0,1,4020,85,28.0,3,1,1,300.2
0,0,38.0,0,4370,71,17.0,3,1,1,197.64
551,0,40.0,0,433,11,8.0,3,1,2,173.76
2299,1,15.5,3,1873,27,13.0,3,1,1,144.0
136,0,33.0,0,1605,41,18.0,3,1,2,197.84
1445,0,18.0,0,6268,143,45.0,1,2,1,842.105
345,0,15.5,0,6133,131,36.0,1,2,1,729.52
472,1,33.0,0,1555,57,32.0,3,1,2,212.48
151,1,43.0,0,398,7,8.0,3,1,2,84.2
552,0,38.0,1,2568,66,28.0,3,1,1,1669.36
2196,0,19.0,2,9298,180,44.0,5,1,1,269.67
436,0,32.0,0,1485,36,15.0,3,1,2,168.84
1321,0,41.0,1,6673,79,41.0,2,1,1,825.84
1995,0,15.5,0,5377,124,40.0,1,2,1,594.055
749,0,15.5,1,1297,18,4.0,3,1,1,52.6
653,0,38.0,0,4388,67,38.0,1,1,1,300.025
186,0,39.0,0,1745,46,24.0,3,1,2,263.64
709,0,38.0,1,4325,82,22.0,3,1,1,176.28
1246,0,17.0,0,8708,167,42.0,4,1,1,411.875
2673,0,39.0,10,10855,105,48.0,5,2,1,224.4
1172,0,29.0,0,590,38,13.0,2,1,2,46.26
1417,0,39.0,0,585,16,11.0,2,1,2,103.545
2876,1,32.0,0,3295,41,17.0,3,1,2,165.44
392,0,28.0,0,1405,40,18.0,2,1,1,200.025
1516,0,35.0,0,1170,18,24.0,2,1,2,116.46
96,0,17.0,1,8993,174,42.0,5,1,1,254.505
2600,0,40.0,0,4075,67,4.0,3,1,1,193.68
2189,0,30.0,2,1933,48,68.5,5,1,1,92.715
911,0,37.0,0,1528,43,17.0,3,1,2,62.84
475,0,34.0,2,3440,32,29.0,3,1,1,222.88
2936,0,42.0,0,1970,56,23.0,4,1,2,183.15
1647,0,15.5,3,2663,45,21.0,3,1,1,332.32
1666,0,34.0,0,455,2,5.0,2,1,2,20.565
2662,0,41.0,5,14127,198,38.0,3,1,1,1003.88
1076,0,33.0,0,2685,35,14.0,2,1,2,131.4
521,0,37.0,0,6118,65,22.0,2,1,1,669.735
2366,0,45.0,0,1440,30,19.0,3,1,2,146.8
240,0,23.0,0,620,23,3.0,2,1,2,28.935
1287,0,30.0,0,2395,45,17.0,2,1,1,820.8
818,0,42.0,0,0,0,0.0,2,1,2,36.0
2190,0,31.0,2,1065,34,11.0,3,1,1,131.96
2642,0,27.0,1,930,28,2.0,2,1,1,74.61
1759,0,36.0,0,4020,76,20.0,3,1,1,163.84
1399,0,15.5,0,0,0,0.0,2,1,1,0.0
470,0,37.0,3,12065,164,62.0,4,1,1,385.725
1270,0,31.0,0,11080,146,41.0,3,1,1,449.04
532,0,36.0,0,0,0,0.0,5,1,1,0.0
2848,0,15.5,2,4505,45,9.0,3,1,1,1034.0
1985,0,33.0,0,2703,65,26.0,2,1,1,124.56
405,0,35.0,1,3595,74,23.0,3,1,1,230.76
2027,1,34.0,0,1963,38,29.0,3,1,2,188.04
1230,0,35.0,1,6560,93,24.0,4,1,1,208.825
1973,0,33.0,6,9420,76,40.0,4,1,1,237.4
1867,0,41.0,0,405,14,7.0,3,1,2,72.76
695,0,17.0,1,6582,142,45.0,2,2,1,725.58
92,0,27.0,1,1285,35,15.0,2,1,1,167.4
1097,0,15.5,2,2548,39,17.0,3,1,1,199.48
2578,0,38.0,0,1038,18,19.0,3,1,2,154.24
2874,0,33.0,1,6123,98,25.0,2,1,1,392.445
1928,0,35.0,0,538,7,1.0,3,1,2,25.8
69,0,39.0,1,7568,130,45.0,3,1,1,1815.735625
375,0,37.0,0,3020,30,19.0,3,1,1,166.0
2192,0,29.0,2,1590,41,17.0,2,1,1,212.895
2717,0,39.0,0,900,14,6.0,2,1,2,72.63
2672,1,36.0,0,1375,59,23.0,3,1,2,277.36
3013,0,39.0,1,2690,22,10.0,3,1,1,1815.735625
601,0,38.0,0,0,0,0.0,2,1,2,0.0
2943,0,32.0,2,3530,73,26.0,4,1,1,147.575
383,1,34.0,3,14127,198,68.5,2,1,1,792.045
592,0,26.0,1,1340,38,17.0,2,1,1,291.51
97,0,18.0,4,2913,48,21.0,3,1,1,262.44
1777,0,34.0,0,1773,37,26.0,3,1,2,144.4
654,0,38.0,0,2583,59,36.0,1,1,1,205.81
2584,0,36.0,6,7870,132,50.0,3,2,1,1516.08
1738,0,25.0,0,1200,31,12.0,2,2,1,932.895
22,1,33.0,0,955,47,17.0,2,1,2,117.09
1521,0,35.0,2,7013,79,50.0,2,1,1,868.14
655,0,38.0,1,3965,83,31.0,3,1,1,325.92
1207,0,39.0,2,8890,117,45.0,3,1,1,948.28
2239,0,26.0,1,1813,42,68.0,4,1,1,126.375
594,0,19.0,1,1810,32,18.0,3,1,1,313.68
1853,0,41.0,0,3893,66,34.0,1,1,1,228.745
34,0,34.0,3,6965,116,33.0,2,2,1,1538.145
1600,0,37.0,0,4180,71,19.0,3,1,1,290.04
801,0,44.0,0,318,11,5.0,3,1,2,73.16
2371,0,45.0,3,7283,91,45.0,2,1,1,916.83
740,0,27.0,0,510,24,4.0,2,1,2,28.53
1145,1,17.0,1,6148,138,42.0,1,2,1,802.23
463,0,38.0,3,3695,37,23.0,3,1,1,1815.735625
947,0,15.5,2,2142,34,19.0,3,1,1,111.04
1875,0,37.0,0,2535,22,13.0,3,1,1,106.28
663,0,38.0,1,3285,28,11.0,3,1,1,1815.735625
213,0,34.0,0,3015,25,4.0,3,1,1,1815.735625
883,1,32.0,4,14127,198,68.5,2,1,1,802.53
3004,0,39.0,0,1988,53,35.0,2,1,1,91.845
338,0,21.0,0,1055,26,5.0,2,2,1,849.645
2472,0,38.0,0,1440,61,24.0,3,1,2,196.04
1162,0,34.0,1,14127,198,28.0,2,1,1,863.595
2567,0,40.0,0,1615,30,25.0,3,1,2,229.8
